SKU,Quantity,ProductCategory,ProductName,Margin,AverageDiscount,OrderCount_Ratio_Discounted_vs_FullPrice,Seasonality
9-4947000428|EA5378|33,1.0,Ανδρικά Ρούχα & Αξεσουάρ / Ανδρικά Ρούχα / Ανδρικές Βερμούδες,"Hugo Boss ανδρική βερμούδα μονόχρωμη Regular Fit ""Darik241"" Μπεζ 33",23.13,15.99,inf,april
9-4947000482|EE8277|4046,8.0,Ανδρικά Ρούχα & Αξεσουάρ / Ανδρικά Ρούχα / Ανδρικές Κάλτσες / Ανδρικές Κάλτσες Κοντές,Hugo Boss ανδρικό σετ κοντές κάλτσες με λογότυπο Λευκό 40-46,21.07,5.38,1.0,march
9-5238000020,5.0,Προϊόντα Ομορφιάς / Περιποίηση Προσώπου / Μάσκες Περιποίησης Προσώπου,Eva Belle Supreme Biocellulose Face Mask (2 x 20 ml),24.41,2.8,inf,october
1013640,5.0,Προϊόντα Ομορφιάς / ΑΡΩΜΑΤΑ / Ανδρικά Αρώματα / Eau de Toilette,Moschino Uomo? EdT 125ml,22.25,0.0,0.0,july
1030017,7.0,Προϊόντα Ομορφιάς / ΑΡΩΜΑΤΑ / Γυναικεία Αρώματα / Eau de Toilette,Moschino Cheap & Chic I Love Love EdT 50ml,21.45,25.17,2.0,october-november
1051369,4.0,Προϊόντα Ομορφιάς / ΑΡΩΜΑΤΑ / Ανδρικά Αρώματα / Eau de Parfum - Parfum,Guerlain L’ Homme Idéal L’ Intense EdP Guerlain L’ Homme Idéal L’ Intense EdP 100 ml ,27.75,60.56,inf,july
1051504,3.0,Προϊόντα Ομορφιάς & Καλλυντικά / Μακιγιάζ / Μακιγιάζ Προσώπου / Make Up & Foundations Προσώπου,Clarins Skin Illusion Fluid Foundation SPF 15 30 ml 102.5 Porcelain,42.24,21.16,0.5,january-february
1057435,3.0,Προϊόντα Ομορφιάς & Καλλυντικά / Μακιγιάζ / Μακιγιάζ Χειλιών / Κραγιόν,Shiseido Colorgel Lipbalm Shiseido Colorgel Lipbalm 102 Narcissus 2 gr,30.21,12.23,inf,february
1080196,1.0,Προϊόντα Ομορφιάς / Περιποίηση Σώματος / Καθαρισμός Σώματος / Αφρόλουτρα,Yves Rocher Concentrated Shower Gel Monoi 100 ml,20.64,2.56,0.7,october-november
2-8867012634|EE0051|50*90,0.0,Home / Είδη Μπάνιου / Πετσέτες Μπάνιου / Πετσέτες Προσώπου,"Das Home πετσέτα προσώπου ""Prestige 1171"" 50 x 90 cm Μπλε 50x90cm",17.31,1.78,0.33,april-may
3G2003310|G0433|M,2.0,Ανδρικά Ρούχα & Αξεσουάρ / Ανδρικά Ρούχα / Ανδρικές Μπλούζες / Ανδρικά T-Shirts,Gant ανδρικό T-shirt με logo print Regular Fit Μπλε Σκούρο M,35.88,0.0,0.0,april
3G205069|G0248|34,3.0,Ανδρική Μόδα / Ανδρικά Ρούχα / Ανδρικές Βερμούδες / Ανδρικές Βερμούδες Cargo,Gant ανδρική cargo βερμούδα Comfort Stretch Relaxed Fit Μπεζ 34,26.48,38.48,inf,june-july
3G905250-1|G0110|134+,0.0,"Παιδικά Ρούχα, Παπούτσια & Παιχνίδια / Παιδικά Ρούχα & Αξεσουάρ για Αγόρια / Παιδικές Μπλούζες για Αγόρια / Παιδικά T-Shirts για Αγόρια",Gant παιδικό T-shirt με graphic print Regular Fit Λευκό 9-10Y,39.65,8.0,inf,may
3NCK41050|NC4NV|M,11.0,Ανδρική Μόδα / Ανδρικά Ρούχα / Ανδρικές Μπλούζες / Ανδρικές Μπλούζες Πολο,Nautica ανδρική πόλο μπλούζα μονόχρωμη  Μπλε Σκούρο M,34.79,21.78,inf,july
3NCS47100|NC60P|M,0.0,Ανδρικά Ρούχα & Αξεσουάρ / Ανδρικά Ρούχα / Ανδρικά Πλεκτά / Ανδρικά Πουλόβερ,Nautica ανδρικό πουλόβερ με ψηλό λαιμό και κεντημένο λογότυπο Βυσσινί M,38.89,37.4,inf,february
3NCT71053|NC0TB|XXXL,2.0,Ανδρική Μόδα / Ανδρικά Ρούχα / Ανδρικά Μαγιό & Αξεσουάρ Παραλίας / Μαγιό,Nautica ανδρικό μαγιό με εξωτερικές ραφές Μαύρο 3XL,23.16,16.5,3.0,july
3NCT71053|NC40P|XL,4.0,Ανδρική Μόδα / Ανδρικά Ρούχα / Ανδρικά Μαγιό & Αξεσουάρ Παραλίας / Μαγιό,Nautica ανδρικό μαγιό με εξωτερικές ραφές Μπλε XL,35.77,16.5,inf,july
9-0995032331|EE0009|10,1.0,"Παιδικά Ρούχα, Παπούτσια & Παιχνίδια / Παιδικά Ρούχα & Αξεσουάρ για Αγόρια / Παιδικές Μπλούζες για Αγόρια / Παιδικά T-Shirts για Αγόρια",Alouette παιδικό T-shirt μονόχρωμο με στρογγυλή λαιμόκοψη  Μπλε Σκούρο 10Y,22.92,8.0,inf,july-august
9-0995032773|EE0011|10,0.0,"Παιδικά Ρούχα, Παπούτσια & Παιχνίδια / Παιδικά Ρούχα & Αξεσουάρ για Αγόρια / Παιδικά Πουκάμισα για Αγόρια",Alouette παιδικό πουκάμισο με κεντημένο λογότυπο  (6 - 16 ετών) Λευκό 10Y,43.17,22.8,inf,february
9-0995032852|EE0529|3,1.0,"Παιδικά Ρούχα, Παπούτσια & Παιχνίδια / Παιδικά Ρούχα & Αξεσουάρ για Αγόρια / Παιδικά Σετ Ρούχων για Αγόρια","Alouette παιδικό σετ με μπλούζα και βερμούδα με ανάγλυφο σχέδιο ""Five Star"" (18 μηνών - 5 ετών) Πράσινο Μέντας 3Y",34.09,0.0,0.0,april
9-0995032868|EE0009|3,1.0,"Παιδικά Ρούχα, Παπούτσια & Παιχνίδια / Παιδικά Ρούχα & Αξεσουάρ για Αγόρια / Παιδικά Παντελόνια για Αγόρια",Alouette παιδικό παντελόνι chino με ρεβέρ (12 μηνών - 5 ετών) Μπλε Σκούρο 3Y,24.74,0.0,0.0,april
9-0995032998|EE0225|10,0.0,"Παιδικά Ρούχα, Παπούτσια & Παιχνίδια / Παιδικά Ρούχα & Αξεσουάρ για Αγόρια / Παιδικά Σετ Ρούχων για Αγόρια","Alouette παιδικό σετ μπλούζα και βερμούδα με ανάγλυφο σχέδιο ""Five Star"" (6 - 14 ετών) (2 τεμάχια) Κίτρινο 10Y",23.09,5.4,inf,may
9-2212001651|EE6729|.,2.0,Γυναικεία Ρούχα & Αξεσουάρ / Γυναικείες Τσάντες / Γυναικείες Τσάντες Ταχυδρόμου & Cross Body,Coccinelle γυναικεία δερμάτινη τσάντα crossbody με μεταλλικό λογότυπο  Μαύρο ONE SIZE,20.73,78.86,inf,january-december
9-3006000469,1.0,Προϊόντα Ομορφιάς / Περιποίηση Προσώπου / Ντεμακιγιάζ & Καθαρισμός Προσώπου / Νερό Καθαρισμού Προσώπου Micellaire,"Dior Micellar Water Micellar Water Makeup Remover for the Face, Eyes and Neck - Purifying French Water Lily Skincare Formula 200 ml",35.84,14.07,3.0,october-november
9-3007002616,0.0,Προϊόντα Ομορφιάς / Μακιγιάζ / Μακιγιάζ Προσώπου / Make Up & Foundations Προσώπου,"Dior Forever Skin Glow 24h Hydrating Radiant Foundation - Clean 2,5N Neutral",21.56,19.17,inf,january
9-3007002762,1.0,Προϊόντα Ομορφιάς & Καλλυντικά / Μακιγιάζ / Μακιγιάζ Ματιών / Μακιγιάζ & Μολύβια Φρυδιών,Diorshow On Set Brow Brow Mascara - Color Set - 24h Grooming Effect 01 Blond,32.86,10.47,inf,february
9-3007002964,1.0,Προϊόντα Ομορφιάς & Καλλυντικά / Μακιγιάζ / Μακιγιάζ Προσώπου / Ρουζ,Dior Rouge Blush Cheek and Cheekbone Blush - Long Wear 720 Icône,22.94,16.92,inf,november
9-3007003032,1.0,Προϊόντα Ομορφιάς / Μακιγιάζ / Μακιγιάζ Χειλιών / Μολύβια Χειλιών,Dior Rouge Dior Contour No-Transfer Lip Liner Pencil - Long Wear 200 Nude Touch,34.86,9.72,inf,january-december
9-3007003176,1.0,Προϊόντα Ομορφιάς / Μακιγιάζ / Μακιγιάζ Προσώπου / Make Up & Foundations Προσώπου,Dior Forever Glow Star Filter Complexion Sublimating Fluid - Multi-Use Highlighter 3 Neutral,39.45,17.52,inf,november-december
9-3008000467,2.0,Προϊόντα Ομορφιάς / ΑΡΩΜΑΤΑ / Ανδρικά Αρώματα / Eau de Parfum - Parfum,Dior Sauvage Eau de Parfum Refillable Eau de Parfum - Citrus and Vanilla Notes 200ml,38.34,66.72,inf,july
9-3308012430|ED2066|3XL,2.0,Ανδρική Μόδα / Ανδρικά Ρούχα / Ανδρικές Μπλούζες / Ανδρικά T-Shirts,"Timberland ανδρικό T-shirt με logo print Regular Fit ""Kennebec River"" Μπλε Σκούρο 3XL",37.83,9.0,inf,june
9-3308012460|EA7522|XL,4.0,Ανδρική Μόδα / Ανδρικά Ρούχα / Ανδρικές Μπλούζες / Ανδρικά T-Shirts,Timberland ανδρικό T-shirt βαμβακερό μονόχρωμο με contrast logo print Εκρού XL,20.63,17.85,inf,july
9-3308012621|ED5669|XL,9.0,Ανδρικά Ρούχα & Αξεσουάρ / Ανδρικά Ρούχα / Ανδρικές Μπλούζες / Ανδρικά T-Shirts,Timberland ανδρικό T-shirt μονόχρωμο με κεντημένο λογότυπο Slim Fit Καφέ XL,17.65,11.8,inf,january
9-3308012682|ED0251|L,7.0,Ανδρικά Ρούχα & Αξεσουάρ / Ανδρικά Ρούχα / Ανδρικές Μπλούζες / Ανδρικά T-Shirts,"Timberland ανδρικό T-shirt με κεντημένο tree logo Slim Fit ""Dunstan River"" Μπλε Ανοιχτό L",35.97,6.0,inf,may
9-3308012688|EA6010|XL,1.0,Ανδρικά Ρούχα & Αξεσουάρ / Ανδρικά Ρούχα / Ανδρικά Πουκάμισα / Ανδρικά Πουκάμισα Casual,"Timberland ανδρικό λινό πουκάμισο button down κοντομάνικο με κεντημένο tree logo Slim Fit ""Mill Brook"" Μπεζ XL",26.05,19.0,inf,may
9-3308012717|EA7522|L,5.0,Ανδρικά Ρούχα & Αξεσουάρ / Ανδρικά Ρούχα / Ανδρικές Μπλούζες / Ανδρικά T-Shirts,"Timberland ανδρικό T-shirt με graphic logo print Authentic Fit ""Seasonal Stack Graphic"" Λευκό L",27.97,7.0,inf,may
9-3308012725|EE0018|S,2.0,Ανδρικά Ρούχα & Αξεσουάρ / Ανδρικά Ρούχα / Ανδρικές Μπλούζες / Ανδρικά T-Shirts,Timberland ανδρικό T-shirt με camo tree logo print Regular Fit Λευκό S,15.93,7.0,inf,may
9-3308012733|EB4876|M,2.0,Ανδρικά Ρούχα & Αξεσουάρ / Ανδρικά Ρούχα / Ανδρικές Μπλούζες / Ανδρικά T-Shirts,Timberland ανδρικό T-shirt με camo tree logo print Regular Fit Λαδί M,22.79,0.0,0.0,april
9-3371019158|EE0419|12-13,0.0,"Παιδικά Ρούχα, Παπούτσια & Παιχνίδια / Παιδικά Ρούχα & Αξεσουάρ για Κορίτσια / Παιδικές Μπλούζες για Κορίτσια / Παιδικά T-Shirts για Κορίτσια",OVS παιδικό T-shirt με Street Art print Regular Fit Λιλά 12-13Y,16.01,0.0,0.0,april
9-4551001904|EE0317|54,1.0,Γυναικεία Ρούχα & Αξεσουάρ / Γυναικεία Ρούχα / Γυναικεία Τοπ / Γυναικείες Μπλούζες / Γυναικείες Μπλούζες Casual,Forel γυναικεία μπλούζα floral satin με βολάν Πράσινο Σμαραγδί 54,41.38,0.0,0.0,april
9-4574001590|EE0222|5,1.0,"Παιδικά Ρούχα, Παπούτσια & Παιχνίδια / Παιδικά Ρούχα & Αξεσουάρ για Αγόρια / Παιδικά Σετ Ρούχων για Αγόρια",Mayoral παιδικό σετ μπλούζες με print Πορτοκαλί 5Y,22.3,0.0,0.0,may
9-4574001591|ED8048|3,1.0,"Παιδικά Ρούχα, Παπούτσια & Παιχνίδια / Παιδικά Ρούχα & Αξεσουάρ για Αγόρια / Παιδικές Μπλούζες για Αγόρια / Παιδικά T-Shirts για Αγόρια",Mayoral παιδικό T-shirt με σχέδιο χαμαιλέοντα Πράσινο Ανοιχτό 3Y,31.72,0.0,0.0,april
9-4574001606|EC6825|4,1.0,"Παιδικά Ρούχα, Παπούτσια & Παιχνίδια / Παιδικά Ρούχα & Αξεσουάρ για Κορίτσια / Παιδικά Σετ Ρούχων για Κορίτσια",Mayoral παιδικό σετ με floral κολάν και αμάνικο τοπ Φούξια 4Y,16.17,6.4,1.0,march
9-4574001614|EE0013|6,1.0,"Παιδικά Ρούχα, Παπούτσια & Παιχνίδια / Παιδικά Ρούχα & Αξεσουάρ για Κορίτσια / Παιδικά Φορέματα για Κορίτσια",Mayoral παιδικό φόρεμα με all-over print και σφηκοφωλιά Λιλά 6Y,35.01,0.0,0.0,march
9-4574001614|EE0013|9,1.0,"Παιδικά Ρούχα, Παπούτσια & Παιχνίδια / Παιδικά Ρούχα & Αξεσουάρ για Κορίτσια / Παιδικά Φορέματα για Κορίτσια",Mayoral παιδικό φόρεμα με all-over print και σφηκοφωλιά Λιλά 9Y,24.69,7.2,inf,may
9-4574001656|ED8052|12M,1.0,"Παιδικά Ρούχα, Παπούτσια & Παιχνίδια / Παιδικά Ρούχα & Αξεσουάρ για Αγόρια / Παιδικά Παντελόνια για Αγόρια / Παιδικά Σόρτς & Βερμούδες για Αγόρια",Mayoral παιδική βερμούδα με τσέπες Λευκό 12M,41.94,2.8,inf,may
9-4825001739|ED7767|3432,1.0,Ανδρικά Ρούχα & Αξεσουάρ / Ανδρικά Ρούχα / Ανδρικά Τζιν / Ανδρικά Τζιν Slim Fit,"Wrangler® ανδρικό τζιν παντελόνι πεντάτσεπο ""Texas Moonlight Rinse"" Slim Fit Denim Blue Σκούρο 34W 32L",41.64,0.0,0.0,april
9-4862000275,4.0,Προϊόντα Ομορφιάς & Καλλυντικά / ΑΡΩΜΑΤΑ / Αρωματικά Χώρου,L'Occitane Cocoon of Serenity Relaxing Pillow Mist 100 ml,24.76,8.0,0.5,january
9-4862000284,1.0,Προϊόντα Ομορφιάς & Καλλυντικά / Περιποίηση Σώματος / Καθαρισμός Σώματος / Αφρόλουτρα,L'Occitane Shea Verbena Liquid Soap 300 ml,42.03,4.5,inf,december
9-4862000320,5.0,Προϊόντα Ομορφιάς / Περιποίηση Προσώπου / Ενυδάτωση & Αντιγήρανση Ματιών / Κρέμες & Gel,L'Occitane Immortelle Divine Eye Balm 15 ml,44.88,0.0,0.0,october
9-4896001464,59.0,Προϊόντα Ομορφιάς / Μακιγιάζ / Μακιγιάζ Χειλιών / Lip Gloss,Kiko Milano 3D Hydra Lipgloss 01 Clear,39.76,1.2,0.08,january
9-4896002234,4.0,Προϊόντα Ομορφιάς / Μακιγιάζ / Μακιγιάζ Χειλιών / Lip Gloss,Kiko Milano Creamy Lipgloss 104 Pearly Golden Papaya,40.35,0.0,0.0,january
9-4896002306,14.0,Προϊόντα Ομορφιάς / Μακιγιάζ / Μακιγιάζ Χειλιών / Μολύβια Χειλιών,Kiko Milano New Creamy Colour Comfort Lip Liner 18 Dark Mauve,22.47,0.0,0.0,march
9-4896002362,1.0,Προϊόντα Ομορφιάς / Μακιγιάζ / Μακιγιάζ Προσώπου / Ρουζ,Kiko Milano Smart Colour Blush Kiko Milano Smart Colour Blush 08 Bright Red,32.3,0.0,0.0,june
9-4896002410,2.0,Προϊόντα Ομορφιάς / Μακιγιάζ / Μακιγιάζ Ματιών / Σκιές Ματιών,Κiko Milano Smart Colour Eyeshadow 06 Metallic Weng Brown,17.02,1.08,3.0,july-august
9-4896002455,11.0,Προϊόντα Ομορφιάς / Μακιγιάζ / Προϊόντα Νυχιών / Θεραπεία & Περιποίηση Νυχιών,Κiko Milano Cuticle Trimmer,17.85,0.0,0.0,july
9-4896002496,6.0,Προϊόντα Ομορφιάς / Περιποίηση Προσώπου / Ενυδάτωση - Αντιγήρανση Προσώπου / Ημέρας,Κiko Milano New Bright Lift Matte,44.97,0.0,0.0,october
9-4896002498,5.0,Προϊόντα Ομορφιάς / Περιποίηση Προσώπου / Ενυδάτωση - Αντιγήρανση Προσώπου / Serums,Κiko Milano New Bright Lift Serum,24.8,1.2,0.07,october
9-4896002529,6.0,Προϊόντα Ομορφιάς / Μακιγιάζ / Προϊόντα Νυχιών / Βερνίκια Νυχιών,Kiko Milano Smart Nail Lacquer 41 Dark Chocolate,37.45,0.0,0.0,september-december
9-4896002546,6.0,Προϊόντα Ομορφιάς / Μακιγιάζ / Προϊόντα Νυχιών / Βερνίκια Νυχιών,Kiko Milano Smart Nail Lacquer 85 Mint Milk,39.2,0.0,0.0,july
9-4896002571,1.0,Προϊόντα Ομορφιάς / Μακιγιάζ / Προϊόντα Νυχιών / Βερνίκια Νυχιών,Kiko Milano New Power Pro Nail Lacquer Kiko Milano New Power Pro Nail Lacquer 16 Dark Chestnut ,40.74,0.0,0.0,june-july
