SKU,Quantity,PopularMonths
3NCN1R02916|NC459|XL,2.0,may
9-2077004013,2.0,november
9-2077004085,2.0,october
9-3233002415|EE6835|U,1.0,may
9-3309010176|EC7358|090,2.0,april
9-4007005476|EE0014|3,1.0,may
9-4559001577|EE0019|T/U,3.0,may
9-4629000033,0.0,june
9-4633000151,2.0,july
9-4686000694|EB0180|L,1.0,january
9-4842000574|EE0018|2,0.0,may
9-4866000037,5.0,june-july
9-4896001532,12.0,july
9-4896001535,12.0,january-december
9-4896001599,1.0,july-august
9-4896003694,7.0,november
9-4896003697,6.0,august
9-4896003769,7.0,january
9-4985000560,3.0,october
9-4985000820,3.0,november-december
9-5308000016|ED8009|M,0.0,march
1050296,4.0,march
1082469,1.0,february
1082492,10.0,march-april
1082557,2.0,december
1082654,7.0,november-december
1082949,3.0,september
1082475,3.0,july
1083611,3.0,march
1083818,9.0,october-november
3GW4200290|G0433|L,0.0,may
3NCN1P02249|NC459|XL,1.0,january-february
9-2077003983,2.0,april
9-3008000515,2.0,january-december
9-3008000585,4.0,january
9-4358000149|EE0019|80,1.0,august
9-4508000685|EE4240|M,1.0,june
9-4559001546|EE0019|T/U,1.0,november-december
9-4631000197,2.0,november
9-4633000153,1.0,august-september
9-4690000176|ED2631|OS,2.0,may
9-4842000609|EE2274|8,1.0,april
9-4842000635|EE0312|14,1.0,april
9-4862000516,4.0,january
9-4862000727,6.0,january-december
9-4862001035,3.0,april
9-4896003487,6.0,january
9-4896003574,13.0,july-september
9-4896003728,13.0,may-june
9-4896003741,12.0,november-december
9-4985000134,2.0,july
9-4985000502,2.0,november
9-4985000569,2.0,march
9-5084000116|ED7788|ONE SIZE,2.0,march-april
9-5289000020,4.0,january-december
959278501989,2.0,march
1054547,0.0,april
1054549,5.0,may
1054870,3.0,december
1058035,3.0,december
1058045,9.0,april
1083346,1.0,february
1082770,2.0,september-october
1083618,8.0,september
3GW4300460|G0130|38,1.0,may
909300700231,1.0,january
9-2077004207,1.0,april
925278503460,1.0,july
9-4447000213|ED2063|070,1.0,july-august
9-4447000244|EE2133|070,2.0,may
9-4686000835|EB0180|L,1.0,march
9-4842000569|EA5076|4,0.0,may
9-4843000413|ED4703|3,0.0,december
9-4853000312|EE0846|M,1.0,august
9-4853000344|EE0846|M,1.0,july-august
9-4862000743,0.0,july
9-4862000922,3.0,july
9-4985000025,3.0,july
9-4985000092,2.0,january
9-4985000680,2.0,october-december
9-5289000009,2.0,february
9-5289000022,3.0,january
1057695,0.0,july
1081712,2.0,july-august
1082392,2.0,november
1082462,2.0,september-october
1083347,9.0,july
1083561,5.0,march
1082389,0.0,november
1083557,7.0,april
3NCN1R02948|NC459|XL,4.0,april
909278800017,1.0,january
9-2077004142,3.0,march
9-2889014402|EE0051|L,1.0,april
9-3008000642,0.0,june-july
9-3047000761|EE0005|ONESIZE,1.0,july
9-3233002374|EA3978|U,1.0,february
9-3233002421|EE6986|U,1.0,april
9-4156001330|EE7957|OSZ,1.0,april
9-4559001226|EB6470|S,1.0,may
9-4559001496|EB6468|L,1.0,november-december
9-4559001529|EE0019|T/U,1.0,november-december
9-4630000177,1.0,november-december
9-4842000569|EA5076|5,0.0,may
9-4862000444,3.0,february
9-4862000899,1.0,march-april
9-4896001651,8.0,october
9-4896003409,2.0,october-november
9-4896003451,5.0,october
9-4896003474,9.0,june-july
9-4896003732,8.0,july-august
9-4896003966,5.0,october-november
9-4975000042|EC7735|XL,1.0,july
9-4985000206,3.0,october
9-4985000811,2.0,september
1041207,3.0,november
1048220,2.0,june
1049723,5.0,february
1055996,1.0,december
1059621,4.0,april
1059816,3.0,april
12309716,6.0,august
3200679219107|P0000|S,0.0,may
35H3411|LW3T|TXXL,1.0,march-april
3G2009027|G0239|3XL,1.0,july-august
3G2013033|G0433|M,2.0,july-august
3G2014022|G0433|XXL,1.0,may
3GW4100224|G0113|30,1.0,may
3NCV41050|NC4NV|XL,12.0,april-may
3PS1050|B257DR|T3XL,2.0,july
9-2077003436,11.0,january
9-3461001498|EA1408|ONE SIZE,2.0,may
9-4016000532|EE0326|40,1.0,may
9-4621000103,3.0,june-july
9-4623000116,1.0,april
9-4781000126|EC0606|ONE SIZE,2.0,november
9-4857000121|EB8604|40,1.0,may
9-4896000568,11.0,november-december
9-4896001081,2.0,february
9-4896004145,0.0,april-june
9-4896004602,2.0,february
9-4896004937,12.0,january-february
9-4896004966,3.0,february-may
9-4896005068,8.0,february
9-4896005164,10.0,january
9-4896005339,10.0,april
9-4896005373,12.0,may
9-5035000192|EE1059|39,2.0,may
9-5036000079|EE0018|43,2.0,june
9-5036000103|EE0019|45,1.0,november-december
9-5037000065|EE0055|22,2.0,april
1036227,2.0,july
1048040,3.0,june-july
1048121,1.0,december
1048173,4.0,april
1059918,0.0,december
12309460,11.0,november
3GU902512109|G0407|XL,1.0,may
3GW4700280|G0005|M,1.0,january-february
9-0280000510,1.0,january-february
9-0527010614|EE2406|06,1.0,march
9-4016000545|EE0018|41,1.0,may
9-4200001823|EE3330|9,0.0,may
9-4621000170,0.0,june
9-4622000010,1.0,october
9-4623000093,1.0,april
9-4724000011|EE0379|XXL,1.0,february
9-4724000048|EB2698|80,1.0,february
9-4781000124|EC0606|ONE SIZE,2.0,february
9-4896000585,11.0,july-august
9-4896000738,0.0,january-march
9-4896000825,1.0,june
9-4896000927,167.0,march-april
9-4896001115,5.0,december
9-4896001939,10.0,august
9-4896002070,9.0,june-august
9-4896004237,1.0,june-july
9-4896004408,5.0,october
9-4896004421,6.0,october-november
9-4896004601,2.0,july-august
9-4896004664,11.0,october-november
9-4896004680,4.0,february-march
9-4896004868,5.0,october-december
9-4896004932,4.0,february
9-4896005067,3.0,january-february
9-4896005071,12.0,february
9-4896005133,2.0,january-february
9-4896005154,6.0,january
9-4896005287,9.0,april-may
9-5036000100|EE0019|41,1.0,may
9-5036000169|EE0334|41,1.0,april
989278502806,1.0,march
998278503014,1.0,october
998278503017,1.0,july
1047819,4.0,july
1058668,3.0,september
1058929,1.0,july
1084083,8.0,january
1084346,2.0,september-october
1084415,6.0,october-november
1083913,1.0,february
1084356,3.0,january-december
1085302,3.0,april
3TH0284|LCPI|T5,1.0,april
900278504121,2.0,june-july
900278504219,1.0,july
900278504228,3.0,october-november
900278504229,1.0,october-december
900278504569,1.0,april
9-2077003747,1.0,january
9-3372016105|EE0051|11-12,1.0,september
9-3548000300|EE0848|80,1.0,january
9-3548000367|EE0848|85,1.0,february
9-3970008526|EE2272|48,1.0,may
9-3970008535|EE0019|52,2.0,may
9-4825000814|EE2566|3132,1.0,january
9-4896001319,1.0,june-july
9-4896001327,10.0,november
9-5143000135|EA3243|2828,0.0,april
1047088,4.0,november
1058755,6.0,october-november
1058795,2.0,october
1080510,3.0,november-december
1080921,2.0,january-december
1080999,4.0,june-july
1084360,4.0,may
1084453,6.0,september-october
1085083,2.0,april
12303547,4.0,november
1084399,10.0,october-december
1085078,6.0,april-may
1085268,6.0,may
1085114,5.0,march-april
12306256,1.0,august-september
12307096,2.0,july
3200748765001|P0000|L,0.0,may-june
3NCK41050|NC7CN|XXXL,5.0,may
900278503975,1.0,january
9-3370026273|EE0055|7-8,0.0,may
9-4238002231|EE2624|11,1.0,may
9-4499002349|EE0004|46,1.0,may
9-4508000704|ED4743|L,0.0,november
9-4552001008|EE1059|36-40,1.0,november-december
9-4552001104|EE1059|41-46,3.0,february
9-4824001141|EE0018|LARGE,1.0,july
9-4879000352|EA2252|38,1.0,may
9-4896001202,18.0,may-july
9-4896001305,0.0,july
9-5038000243|EE0436|M,1.0,february
9-5142000018|EE6930|M,1.0,may
9-5143000008|EE6927|S,4.0,april
9-5143000011|EE6012|M,1.0,january-december
9-5143000185|EE6042|S,1.0,april
1053741,2.0,july
1058736,2.0,june
1080997,2.0,november-december
1083912,0.0,january-december
1084624,3.0,april
1085176,0.0,march
1085265,5.0,may
3412802952005|P0000|M,0.0,april-may
3454966213001|P0000|ONE,1.0,may
1084786,6.0,may
1085182,2.0,march
1085305,2.0,april
1085310,0.0,april-may
12307334,14.0,august
3DF9599|LGWI|T46,1.0,may
900278504218,1.0,july
900278504230,2.0,january
900278800925,2.0,january-december
9-2077003544,1.0,february
9-2077003748,6.0,july
9-3548000368|EE0848|75,1.0,january
9-3971000154|EE1357|39,0.0,july
9-4237004304|EE0981|5,1.0,may
9-4289005104|EE4686|S,0.0,may
9-4552000812|EE1059|41-46,11.0,january
9-4552001112|EE1059|36-40,3.0,january-december
9-5036000155|EE0018|43,2.0,april
959300800278,0.0,january-december
989278502819,1.0,july
1048042,11.0,november-december
1048487,3.0,july
1056041,4.0,april
1059801,5.0,november
1059858,2.0,august
12310445,16.0,january
12310534,1.0,january-december
12310979| | ,3.0,august
3200654963185|P0000|S,1.0,march
1055980,8.0,november
12309851,3.0,august
3EN202405|B021GM|TXL,1.0,july
3G2013042|G0403|3XL,2.0,july
3NCV41050|NC4NV|L,11.0,june
900470700151,2.0,january-december
9-4203000440|ED1108|7K,1.0,august
9-4552000584|EE1059|36-40,4.0,january
9-4622000205,1.0,april
9-4623000092,1.0,january
9-4724000004|EE1924|75,1.0,april
9-4724000033|EB2698|85,1.0,april
9-4896001982,5.0,november
9-4896002124,4.0,september
9-4896004258,4.0,july-august
9-4896004423,7.0,october
9-4896004669,6.0,january-april
9-4896004709,11.0,january-december
9-4896005078,4.0,january-february
9-4896005149,9.0,january-february
9-4896005288,12.0,march
9-4896005308,5.0,march
9-4896005324,6.0,april
9-5035000099|EE0019|40,2.0,may
9-5036000156|EE0322|44,2.0,april
1044966,5.0,january-december
1045803,3.0,april
1053968,3.0,october-november
1054435,8.0,march
1080507,6.0,september
1080547,2.0,february-march
1080687,2.0,may-june
1080996,3.0,april
1084400,8.0,november-december
1084510,0.0,november
1084783,7.0,november-december
1085079,3.0,march-april
1084364,3.0,april-may
3G7006299|G0433|XXL,1.0,august
3NCK47174|NC3SU|XXL,0.0,february
3NF2037PO|LG141|T00,4.0,july
900278503962,1.0,november-december
900278504374,1.0,december
900278504380,1.0,july
9-2077003497,3.0,november
9-3369027397|EE0321|7-8,0.0,may
9-3369027401|EE0018|4-5,0.0,may
9-3548000298|EE0019|95,1.0,may
9-3548000300|EE0848|85,1.0,july
9-3548000301|EE0848|75,0.0,july-august
9-3548000347|EE0848|80,1.0,june-july
9-3548000356|EE0848|80,1.0,june
9-4318000880|EC6239|M,1.0,may
9-4552001118|EE1059|36-40,5.0,january-december
9-4896001184,19.0,september-november
9-4896001386,10.0,october-november
9-4920000138|EE0001|32,1.0,may
9-4920000139|EE0001|25,1.0,may
9-4961000038|EE1149|45,1.0,may
9-5142000003|EA9552|3834,1.0,november
9-5142000004|EB8273|3332,5.0,april
9-5142000048|EE3243|M,3.0,april
9-5143000127|EE6010|L,1.0,may
1053768,5.0,october-december
1053959,4.0,june
1054426,2.0,november-december
1059037,4.0,november-december
3G7006299|G0005|M,1.0,february
3NF1890PO|LG141|T00,2.0,february
900278504003,1.0,january
900278504018,0.0,november-december
900278504365,0.0,november
900278504466,1.0,january-december
900278504582,1.0,april
9-2077003764,1.0,july
9-2077003811,2.0,september
9-3370026273|EE0055|3-4,1.0,may
9-3370026294|EE0019|7-8,0.0,may
9-4508000805|EE0019|L,1.0,march
9-4896001135,7.0,april
9-4896001152,9.0,july
9-4896001235,3.0,may
9-4896001309,0.0,january-december
9-4896001370,1.0,june
9-4896003002,11.0,october
9-5142000004|EB8273|3834,1.0,july
9-5142000021|EE2556|M,7.0,january
9-5165000007|EE1415|1,1.0,june-july
1046527,2.0,march
1047244,3.0,november-december
1053889,7.0,june
1080313,4.0,june-july
1080982,6.0,july
1084076,3.0,november-december
1084353,2.0,september-october
1084088,5.0,october-december
1084460,1.0,may
1084630,4.0,april
1085284,1.0,may
3G7006299|G0301|L,5.0,february
900240501504,1.0,january
900278503964,1.0,may
900278504178,1.0,july-august
900278504567,1.0,april
917241800121,0.0,june-july
929207702516,3.0,november
9-3369027388|EE0321|8-9,0.0,may
9-3970008593|EE0001|XL,1.0,may
9-4237004283|EE0981|6+,2.0,may
9-4619000147,1.0,december
9-4730000386|EE0068|1SZ,1.0,may
9-4896000225,1.0,october-november
9-4896001171,28.0,october
9-5142000003|EA9552|3432,2.0,april
9-5142000188|EE6531|3432,1.0,april
9-5143000136|EE2558|S,0.0,may
9-5147000003|ED1178|2932,0.0,may
9-5168000000|EE0001|12,1.0,september
1059023,2.0,november-december
1059189,2.0,february
1080424,0.0,january-december
1080680,2.0,october
1084018,2.0,july
1084336,3.0,december
1084341,2.0,january-december
1084463,4.0,november-december
12307098,1.0,august
1084044,8.0,september-november
1084406,2.0,march
12307655,14.0,august
12307659,15.0,august
3200782777003|P0000|L,1.0,may
900240501231,1.0,june-july
900241800224,1.0,january
900278504194,0.0,june-july
900278800939,1.0,january
9-3309010031|EE2343|090,2.0,may
9-3548000367|EE0019|85,1.0,november
9-3548000374|EE0848|M,1.0,august
9-3970008523|EE6517|44,2.0,may
9-3970008526|EE2272|44,2.0,may
9-4552000748|EE1059|36-40,1.0,february
9-4619000227,2.0,december
9-4620000118,2.0,may
9-4730000384|EE0847|1SZ,2.0,may
9-4896001207,9.0,february
9-4896001369,6.0,february
9-5142000016|EE6012|XXL,2.0,april-may
9-5142000240|EE3240|M,2.0,april
9-5143000030|EE2554|2426,1.0,may
1080241,2.0,october-november
3200963933001|P0000|L,2.0,april
3G3250082|G0110|3XL,1.0,april
3G920016000|G0401|XL,2.0,may
3NCK41050|NC4NV|XL,16.0,may-july
3TS4010|B001WH|TXL,2.0,june
9-0995032859|EE0014|10,2.0,april-may
9-0995033014|EE0529|10,2.0,may
9-0995033023|EE0011|3,0.0,may
9-3007003057,1.0,july
9-3007003164,2.0,may
9-3007003185,1.0,july
9-3308012436|EC6164|38,1.0,july-august
9-3308012457|EE0019|XXL,3.0,july
9-3308012458|EE0034|XL,1.0,july
9-3308012475|EE0034|M,1.0,february
9-3308012652|EA8484|L,1.0,may
9-3308012712|EB3207|XL,2.0,may
9-3308012725|EE0018|XL,3.0,may
9-3371018836|EE1075|12-13,0.0,may
9-3371018845|EE0019|10-11,1.0,september
9-3371018907|EE0019|10-11,1.0,july
9-3371019159|EE0019|11-12,1.0,april
9-4065001414|EA8340|M6/W8,2.0,march
9-4549000138,1.0,january
9-4574001564|EB2242|3,1.0,may
9-4574001655|EE0375|18M,1.0,may
9-4649000000|EE0018|XL,3.0,february
9-4862000175,1.0,april-may
9-4862000304,7.0,january-february
9-4896002361,7.0,june-july
9-4896002417,1.0,may
9-4896002487,15.0,july
9-4896002541,17.0,december
9-4896002674,12.0,october-november
9-4896002676,4.0,january
9-4947000251|EE1149|XL,0.0,september
9-4947000484|EE7959|ONESI,9.0,march
9-5103000044|ED7651|40,1.0,march
9-5236000002,9.0,october-november
9-5237000003,15.0,february
9-5237000004,16.0,january
9-5237000008,8.0,february-march
9-5268000025|EE1616|39,2.0,may
1051571,2.0,november
1051767,1.0,october-november
1052037,2.0,october-december
1052043,4.0,july
1052272,2.0,january
1052285,3.0,march
1052535,3.0,november
1052635,4.0,november
1057422,1.0,july
37-49SFA00452H8|0000|5,2.0,may
3G920006300|G0410|L,2.0,july-august
3G920016000|G0401|M,0.0,may
3G9940157|G0268|95,2.0,march
3GW4200560|G0627|M,2.0,may
3NCK41050|NC0TB|M,6.0,april-may
3NCK41050|NC6NR|M,6.0,april
3NCS47001|NC1MA|S,0.0,february
3NCT71053|NC40P|M,3.0,june
3TJ1123|L001|T4A,1.0,october-november
3TOW1001|B166NV|T00,3.0,july
9-0995032920|EE2289|8,2.0,march
9-2696023170|EE0325|L-12,1.0,may
9-3006000434,0.0,june-july
9-3006000523,4.0,january
9-3007002892,1.0,november
9-3007003167,1.0,june-august
9-3007003241,1.0,january-february
9-3007003309,1.0,february
9-3308012433|EE0039|36,2.0,august
9-3308012437|EE0034|3XL,0.0,june
9-3308012464|EA5968|XL,3.0,july
9-3308012559|ED5661|XXL,5.0,may
9-3308012705|ED8720|XXL,2.0,may
9-3371018539|EE0051|12-13,2.0,may
9-3371018539|EE0051|13-14,1.0,may
9-3371019138|EE1664|13-14,1.0,march
9-3917002027|ED5292|21,1.0,may
9-4065001416|EE0001|M10/W12,0.0,april
9-4137001132|EA8340|C8,1.0,september
9-4137001134|ED1031|C11,1.0,june
9-4549000254,1.0,august
9-4574001591|ED8048|7,0.0,may
9-4574001668|ED8053|9,1.0,may
9-4599000546|EE0222|18M,0.0,march
9-4896000227,7.0,july-august
9-4896001147,4.0,october-november
9-4896001376,8.0,february
9-4924000857|EE1131|,0.0,january-february
9-5168000016|EE0327|14,1.0,may
979240500526,1.0,november
979278502521,0.0,june-july
979278502618,0.0,january-december
979278800458,1.0,november-december
1046530,3.0,january-december
1053771,2.0,november
1053957,2.0,november
1058525,0.0,july-august
1080524,2.0,june-july
1084536,5.0,september-october
1084982,3.0,april
1084425,2.0,november
3EF0850|LYUP|T40,0.0,november
3EF1107|L166|T42,1.0,june
900278504472,1.0,april
900278800867,1.0,april
9-2077003635,2.0,june-july
9-2077003740,0.0,july
9-3309010146|ED2405|090,2.0,july-august
9-3369027367|EE0051|9-10,0.0,april
9-3369027402|EE0018|4-5,0.0,may
9-3548000367|EE0019|80,2.0,april
9-4552000811|EE1059|36-40,1.0,february
9-4577000200|EE5501|378,1.0,august
9-4577000210|EA5985|378,5.0,april-may
9-4580000023|EE1616|412,5.0,august
9-4620000007,1.0,september
9-4620000074,1.0,july
9-4824000976|EE7978|X LARGE,1.0,september
9-4824001929|EE1349|3632,0.0,may
9-4896001345,21.0,september
9-5142000224|EE2556|3432,1.0,may
9-5143000017|EE1411|M,1.0,december
1028299,2.0,april
1029954,2.0,april
1030144,3.0,november-december
1031246,3.0,november-december
1052273,5.0,july
1052274,3.0,november
1080109,2.0,january-december
1080263,3.0,july
37-49SFA00531R7|0000|6+,1.0,april
3G3250038|G0407|3XL,0.0,april
3GW4200502|G0113|L,2.0,may
3GW4200502|G0627|S,0.0,may
3NCT71053|NC0TB|XL,4.0,july
3TJ8431|L2CQ|T16A,1.0,april-may
9-0995032840|EE2289|3,1.0,april
9-0995032852|EE0529|5,1.0,april
9-0995032887|EE0004|18,1.0,march
9-2212001848|EE6729|.,2.0,november-december
9-2212002010|EE1924|.,2.0,may
9-3007002673,1.0,november
9-3007002804,1.0,january
9-3007002850,1.0,january
9-3007002934,1.0,april
9-3007002949,1.0,january
9-3007003186,1.0,june
9-3008000478,2.0,july
9-3308012486|EC6164|M,3.0,april
9-3308012488|ED2068|3XL,1.0,june
9-3308012546|ED2066|XL,3.0,february-march
9-3308012694|EC6143|38,0.0,april
9-3371018470|EE0321|13-14,1.0,may
9-3371019009|EE0019|14-15,1.0,january
935278503827,1.0,april
939207702646,6.0,january-december
9-4574001602|ED8048|7,1.0,may
9-4599000531|EE0225|6-9,1.0,february
9-4600000048|EE0019|NS,2.0,september
9-4649000002|EA8902|S,1.0,february
9-4825001433|EE0019|MEDIUM,4.0,march
9-4825001742|ED7766|3332,1.0,march
9-4862000113,0.0,october-november
9-4862000260,0.0,august
9-4862000298,5.0,january-december
9-4896001444,1.0,july-august
9-4896002289,22.0,july
9-4896002295,11.0,november-december
9-4896002406,1.0,january
9-4896002522,6.0,may
9-4896002525,2.0,july
9-4896002527,10.0,june
9-4896002555,11.0,july
9-4947000265|EE1149|L,3.0,may
9-4947000436|ED8657|M,2.0,april-may
9-5000001485|EE0334|40,1.0,may
9-5000001831|EE0248|36,1.0,may
9-5211000099|EE0001|XL,0.0,april
9-5235000059|EE1149|OS,1.0,january-march
9-5237000006,16.0,august-november
1031231,4.0,september
1031868,5.0,may
1056675,1.0,april
3200957662002|P0000|M,0.0,may
3200963913002|P0000|XL,0.0,april-may
3200970407001|P0000|S,1.0,may
37-48SMA0042147|0000|9+,1.0,february
3200824366023|P0000|S,0.0,may
3G2003140|G0005|L,3.0,july-august
3G2003140|G0433|3XL,1.0,july
3G2003310|G0433|XXL,2.0,may
3G2003339|G0433|L,1.0,may
3G205069|G0248|32,2.0,july
3G205069|G0301|32,2.0,july-august
3G205069|G0301|38,2.0,june
3G3250027|G0105|L,2.0,may
3G920006300|G0410|XL,1.0,july
3G9940172|G0410|95,1.0,may
3GW4200502|G0113|M,2.0,may
3GW4201258|G0604|L,0.0,march
3PJ8915|L001|T6A,1.0,february
3TJ8482|L3D3|T12A,1.0,april-may
900240501144,2.0,january
9-0995032858|EE0011|8,1.0,may
9-0995032889|EE0011|6,1.0,april
9-4603000080|EE0358|020,1.0,july
9-4862000140,6.0,january
9-4896001390,3.0,january
9-4896001470,49.0,november-december
9-4896002265,10.0,june-july
9-4896002366,30.0,may-june
9-4896002440,6.0,october-december
9-4896002650,2.0,october
9-4896002677,12.0,july-august
9-4896002679,12.0,january-december
9-4945000114|ED2647|1,1.0,july
9-4947000199|EE1149|42,0.0,may
9-4947000460|EE1149|L,1.0,april
9-5000001892|EE1131|40,1.0,july
9-5223000042|EE0052|T.U.,1.0,may
9-5235000045|EE6987|OS,1.0,december
9-5238000002,6.0,october
9-5238000017,3.0,october-november
1044101,4.0,february
1044954,3.0,april
1051063,1.0,october-december
1053336,2.0,november
1057939,6.0,december
1082393,2.0,january
1082488,2.0,november
1082657,3.0,march
1083665,3.0,february
1082017,3.0,december
1082428,5.0,september-december
1083770,5.0,november-december
3G9960351|G0410|4345,6.0,may
3NCN1R02999|NC459|L,3.0,april-may
3TF2667|L70V|T36,1.0,may
909278800016,1.0,july
9-2077004127,1.0,september
9-2077004256,1.0,august
9-2077004257,2.0,january
925470700015,1.0,october
9-3008000583,2.0,january
9-3047000993|EE0005|ONESIZE,0.0,january-december
9-4156001357|EA2545|OSZ,1.0,may
9-4447000233|ED2063|080,3.0,may
